Key;Name;VM_ID;Request number;Description;OS;DNS Name;Server Type;VLANs;IP address;DNS;Gateway;Subnet;vHDD;vCPU;vRAM;Location VM;Lifetime;Services;Cluster;First Administrator;Other Administrators;Owner;AD Admin Group;Diagnostics;Last OS Update Time;Security scan;Status;Created;Updated;Deleted;Deletion date
CMDB-76885;MMZ-SRV-RDSH4;VirtualMachine-vm-101715;RFC-9813;"RDS_FARM1 SH-4 (Collection ""ADM-PLM-KK"")";Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-RDSH4.npo.izhmash;Продуктив;;10.25.6.7;10.25.0.13,10.25.0.14;10.25.6.1;10.25.6.0/27;332;8;32;Заводоуправление;;RADIUS;;Щербинин Андрей Владимирович;Кокорников Илья Владимирович;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-327984;MMZ-SRV-RDSH5;VirtualMachine-vm-117466;;"RDS_FARM1 SH-5 (Collection ""USR-RDS-EXT"")";Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-RDSH5.npo.izhmash;;;10.25.6.34;10.25.0.13,10.25.0.14;10.25.6.33;;88;4;8;;;;;;;;;;;;Running;2.07.21;13.07.21;;
CMDB-305863;MMZ-SRV-RDSH50;VirtualMachine-vm-57112;;Citrix Template;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-RDSH50.npo.izhmash;;;;;;;70;8;32;;;;;Щербинин Андрей Владимирович;Ахмедов Аскер Рамисович;;;;;;Stopped;25.01.21;7.10.21;false;
CMDB-76870;MMZ-SRV-RDSH8;VirtualMachine-vm-48916;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-RDSH8.npo.izhmash;Продуктив;;10.25.6.195;10.25.0.13,10.25.0.14;10.25.6.193;;378;16;128;Заводоуправление;;Закрытый контур;;Щербинин Андрей Владимирович;;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;4.08.21;false;
CMDB-76855;MMZ-SRV-RDSH9;VirtualMachine-vm-35989;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-RDSH9.npo.izhmash;Продуктив;;10.25.6.5;10.25.0.13,10.25.0.14;10.25.6.1;10.25.6.0/27;132;8;32;Заводоуправление;;Открытый контур;;Щербинин Андрей Владимирович;Туктаров Дамир Бариевич [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-76778;MMZ-SRV-RP1;VirtualMachine-vm-1585;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-RP1.npo.izhmash;Продуктив;;172.16.4.9,10.25.1.14;10.25.0.13,10.25.0.14;172.16.4.1,10.25.1.1;10.25.1.0/27,172.16.4.0/28;42;2;2;Заводоуправление;;Электронная почта;;Щербинин Андрей Владимирович;Наумов Максим Станиславович [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-76777;MMZ-SRV-RP2;VirtualMachine-vm-1586;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-RP2.npo.izhmash;Продуктив;;172.16.4.10,10.25.1.15;10.25.0.13,10.25.0.14;172.16.4.1,10.25.1.1;10.25.1.0/27,172.16.4.0/28;42;2;2;Заводоуправление;;Электронная почта;;Щербинин Андрей Владимирович;Наумов Максим Станиславович [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-76758;MMZ-SRV-RTDFS1;VirtualMachine-vm-26796;;root DFS;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-RTDFS1.npo.izhmash;Продуктив;;10.25.0.20;10.25.0.13,10.25.0.14;10.25.0.1;10.25.0.0/27;64;2;4;Заводоуправление;;Открытый контур;;Щербинин Андрей Владимирович;Туктаров Дамир Бариевич [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;7.10.21;false;
CMDB-76756;MMZ-SRV-RTDFS2;VirtualMachine-vm-26797;;root DFS;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-RTDFS2.npo.izhmash;Продуктив;;10.25.0.21;10.25.0.13,10.25.0.14;10.25.0.1;10.25.0.0/27;64;2;4;Заводоуправление;;Открытый контур;;Щербинин Андрей Владимирович;Туктаров Дамир Бариевич [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-76775;MMZ-SRV-S4BEDG1;VirtualMachine-vm-10000;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-S4BEDG1.npo.izhmash;Продуктив;;10.25.1.36;10.25.0.13,10.25.0.14;10.25.1.33;;128;4;8;Заводоуправление;;Skype для бизнеса;;Щербинин Андрей Владимирович;Наумов Максим Станиславович [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-76774;MMZ-SRV-S4BEDG2;VirtualMachine-vm-10001;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-S4BEDG2.npo.izhmash;Продуктив;;10.25.1.37;10.25.0.13,10.25.0.14;10.25.1.33;;128;4;8;Заводоуправление;;Skype для бизнеса;;Щербинин Андрей Владимирович;Наумов Максим Станиславович [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-76773;MMZ-SRV-S4BSTD1;VirtualMachine-vm-9998;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-S4BSTD1.npo.izhmash;Продуктив;;10.25.1.34;10.25.0.13,10.25.0.14;10.25.1.33;;136;4;16;Заводоуправление;;Skype для бизнеса;;Щербинин Андрей Владимирович;Наумов Максим Станиславович [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-76772;MMZ-SRV-S4BSTD2;VirtualMachine-vm-11936;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-S4BSTD2.npo.izhmash;Продуктив;;10.25.1.35;10.25.0.13,10.25.0.14;10.25.1.33;;136;4;16;Заводоуправление;;Skype для бизнеса;;Щербинин Андрей Владимирович;Наумов Максим Станиславович [X];;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;7.10.21;false;
CMDB-76845;MMZ-SRV-SCAN1;;;;Microsoft Windows Server 2003 (64-bit);mmz-srv-scan1.npo.izhmash;Продуктив;;10.25.30.21;10.25.0.13,10.25.0.14;10.25.30.1,10.25.30.21;10.25.30.0/27;160;2;4;Заводоуправление;;Сканирование;;Стенюшкин Андрей Александрович;Грибков Алексей Константинович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;12.07.21;true;
CMDB-305851;MMZ-SRV-SCAN2;VirtualMachine-vm-58255;RFC-8733;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SCAN2.npo.izhmash;;;10.25.30.198;10.25.0.13,10.25.0.14;10.25.30.193;;404;2;4;;;;;Ахмедов Аскер Рамисович;Щербинин Андрей Владимирович;;;;;;Running;25.01.21;13.07.21;false;
CMDB-76866;MMZ-SRV-SCCM1;VirtualMachine-vm-36339;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SCCM1.npo.izhmash;Продуктив;;10.25.2.8;10.25.0.13,10.25.0.14;10.25.2.1;10.25.2.0/28;982;8;32;Заводоуправление;;SCCM;;Кокорников Илья Владимирович;Щербинин Андрей Владимирович;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;23.08.21;false;
CMDB-114307;MMZ-SRV-SCHED1;;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SCHED1.npo.izhmash;Продуктив;;10.25.2.11;10.25.0.13,10.25.0.14;10.25.2.1;10.25.2.0/27;54;2;4;Заводоуправление;;Администрирование инфраструктуры;;Слуднева Екатерина Николаевна;Кокорников Илья Владимирович;Кокорников Илья Владимирович;;;;;Stopped;18.06.20;27.05.21;true;
CMDB-305956;MMZ-SRV-SCM1;;;На удаление;;mmz-srv-scm.npo.izhmash;;;;;;;100;3;6;;;;;;;;;;;;Stopped;25.01.21;12.07.21;true;
CMDB-339103;MMZ-SRV-SKP1;VirtualMachine-vm-133042;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SKP1.npo.izhmash;;;10.25.30.11;10.25.0.13,10.25.0.14;10.25.30.1;10.25.30.0/27;278;2;8;;;;;;;;;;;;Running;1.10.21;6.10.21;;
CMDB-76867;MMZ-SRV-SKPD1;VirtualMachine-vm-24861;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SKPD1;Продуктив;;10.25.5.66;;10.25.5.65;;568;4;8;Заводоуправление;;СКПД;;Грибков Алексей Константинович;Грибков Алексей Константинович;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-76862;MMZ-SRV-SKPD2;VirtualMachine-vm-24858;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SKPD2;Продуктив;;10.25.5.67;10.25.0.13,10.25.0.14;10.25.5.65;;568;4;8;Заводоуправление;;СКПД;;Грибков Алексей Константинович;Грибков Алексей Константинович;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-76865;MMZ-SRV-SKPD3;VirtualMachine-vm-24859;;;;;Продуктив;;10.25.6.24,10.25.6.26;10.25.0.13,10.25.0.14;10.25.6.1;10.25.6.0/27;160;4;4;Заводоуправление;;СКПД;;Грибков Алексей Константинович;Грибков Алексей Константинович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;7.10.21;false;
CMDB-76864;MMZ-SRV-SKPD4;VirtualMachine-vm-24860;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SKPD4.npo.izhmash;Продуктив;;10.25.6.25,10.25.6.26;10.25.0.13,10.25.0.14;10.25.6.1;10.25.6.0/27;164;4;4;Заводоуправление;;СКПД;;Грибков Алексей Константинович;Грибков Алексей Константинович;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-77717;MMZ-SRV-SOC1-Deleted;;;Мониторинг событий;Windows Server 2016 or later (64-bit);MMZ-SRV-SOC1.npo.izhmash;Продуктив;;10.25.5.194;;;;150;6;8;Заводоуправление;;СМИБ-Deleted;;Кокорников Илья Владимирович;Слуднева Екатерина Николаевна;Кокорников Илья Владимирович;AD-MMZ-CompanyAdmin;;;;Stopped;24.12.19;25.01.21;true;
CMDB-77718;MMZ-SRV-SOC2-Deleted;;;Мониторинг событий;Windows Server 2016 or later (64-bit);MMZ-SRV-SOC2.npo.izhmash;Продуктив;;10.25.5.195;;;;150;4;8;Заводоуправление;;СМИБ-Deleted;;Кокорников Илья Владимирович;Слуднева Екатерина Николаевна;Кокорников Илья Владимирович;AD-MMZ-CompanyAdmin;;;;Stopped;24.12.19;25.01.21;true;
CMDB-76858;MMZ-SRV-SP1C1;;;Сервер приложений 1С;Windows Server 2016 or later (64-bit);MMZ-SRV-SP1C1.npo.izhmash;Продуктив;;10.25.26.16;;;;150;2;16;Заводоуправление;;1С APP;;Гусляков Владислав Михайлович;Стороженко Олег Николаевич [X];;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;
CMDB-76861;MMZ-SRV-SPRUT02;VirtualMachine-vm-7992;;;Microsoft Windows Server 2012 (64-bit);mmz-srv-sprut02.npo.izhmash;Продуктив;;10.25.23.6;10.25.0.13,10.25.0.14;10.25.23.1;10.25.23.0/27;380;2;8;Заводоуправление;;Sprut;;Грибков Алексей Константинович;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;15.07.21;false;
CMDB-76859;MMZ-SRV-SQL1;VirtualMachine-vm-106672;RFC-9922;MS SQL Cluster 1 Failover Cluster - MMZ-SRV-SQLCL1 Listener IP - MMZ-SRV-SQL1C;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SQL1.npo.izhmash;Продуктив;;10.25.8.5,10.25.8.8;10.25.0.13,10.25.0.14;10.25.8.1;10.25.8.0/27;651;32;128;Заводоуправление;;MS SQL;;Щербинин Андрей Владимирович;Кокорников Илья Владимирович;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;8.10.21;false;
CMDB-334563;MMZ-SRV-SQL10;VirtualMachine-vm-127672;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SQL10.npo.izhmash;;;10.25.8.135;10.25.0.13,10.25.0.14;10.25.8.129;;3270;3;24;;;;;;;;;;;;Running;19.08.21;8.09.21;;
CMDB-335747;MMZ-SRV-SQL11;VirtualMachine-vm-127670;;"SQL сервер для разработки (Базы разработки внеш). Не размешать более трех продуктивных баз  C: OS (110-120) операционная система S(0;0) D: SQLBIN (30) том sql S(0;1) E: SQLDB0 (200-300), маленькие базы (до 100 Гб)+ бэкап S(3;0) F: SQLLOG (50) логи S(1;0) G: SQLTMP (100) база tempdb S(2;0) H: TMPLOG (60) логи tempdb S(1;1) I...K SQLDB1...3 - пользовательские базы, одна база один том S(3;1...3)";Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SQL11.npo.izhmash;;;10.25.8.136;10.25.0.13,10.25.0.14;10.25.8.129;;1450;3;24;;;;;;;;;;;;Running;31.08.21;8.10.21;;
CMDB-321116;MMZ-SRV-SQL2;VirtualMachine-vm-106673;RFC-9923;MS SQL Cluster 1 Failover Cluster - MMZ-SRV-SQLCL1 Listener IP - MMZ-SRV-SQL1C;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SQL2.npo.izhmash;;;169.254.3.100,10.25.8.6,10.25.8.7;10.25.0.13,10.25.0.14;10.25.8.1;10.25.8.0/27;651;16;64;;;;;Щербинин Андрей Владимирович;Ахмедов Аскер Рамисович;;;;;;Running;27.04.21;8.10.21;false;
CMDB-76857;MMZ-SRV-SQL3;VirtualMachine-vm-108783;;MS SQL Cluster 2 Failover Cluster - MMZ-SRV-SQLCL2 Listener IP - MMZ-SRV-SQLCM1;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SQL3.npo.izhmash;Продуктив;;10.25.8.226,10.25.8.229;10.25.0.13,10.25.0.14;10.25.8.225;10.26.9.0/27;226;4;16;Заводоуправление;;MS SQL;;Щербинин Андрей Владимирович;Кокорников Илья Владимирович;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;8.10.21;false;
CMDB-76856;MMZ-SRV-SQL4;VirtualMachine-vm-108260;;MS SQL Cluster 2 Failover Cluster - MMZ-SRV-SQLCL2 Listener IP - MMZ-SRV-SQLCM1;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SQL4.npo.izhmash;Продуктив;;169.254.3.133,10.25.8.227,10.25.8.228;10.25.0.13,10.25.0.14;10.25.8.225;10.25.8.0/27;226;4;16;Заводоуправление;;MS SQL;;Щербинин Андрей Владимирович;Кокорников Илья Владимирович;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;8.10.21;false;
CMDB-76877;MMZ-SRV-SQL5;VirtualMachine-vm-120900;;"SQL сервер для разработки (Тестовые базы)  C: OS (110-120) операционная система S(0;0) D: SQLBIN (30) том sql S(0;1) E: SQLDB0 (200-300), маленькие базы (до 100 Гб)+ бэкап S(3;0) F: SQLLOG (50) логи S(1;0) G: SQLTMP (100) база tempdb S(2;0) H: TMPLOG (60) логи tempdb S(1;1) I...K SQLDB1...3 - пользовательские базы, одна база один том S(3;1...3)";Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SQL5.npo.izhmash;Продуктив;;10.25.8.130;10.25.0.13,10.25.0.14;10.25.8.129;10.25.8.0/27;3355;2;16;Заводоуправление;;MS SQL;;Щербинин Андрей Владимирович;Кокорников Илья Владимирович;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;1.10.21;true;
CMDB-76878;MMZ-SRV-SQL6;VirtualMachine-vm-115901;;"SQL для разработки 1С. Архивные базы  C: OS (110-120) операционная система S(0;0) D: SQLBIN (30) том sql S(0;1) E: SQLDB0 (200-300), маленькие базы (до 100 Гб)+ бэкап S(3;0) F: SQLLOG (50) логи S(1;0) G: SQLTMP (100) база tempdb S(2;0) H: TMPLOG (60) логи tempdb S(1;1) I...K SQLDB1...3 - пользовательские базы, одна база один том S(3;1...3)";Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SQL6.npo.izhmash;Продуктив;;10.25.8.131;10.25.0.13,10.25.0.14;10.25.8.129;10.25.8.0/27;1885;2;16;Заводоуправление;;MS SQL;;Щербинин Андрей Владимирович;Кокорников Илья Владимирович;Кокорников Илья Владимирович;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;20.09.21;true;
CMDB-330849;MMZ-SRV-SQL7;VirtualMachine-vm-120729;;"SQL сервер для разработки (Базы разработки 1). Не размешать более трех продуктивных баз  C: OS (110-120) операционная система S(0;0) D: SQLBIN (30) том sql S(0;1) E: SQLDB0 (200-300), маленькие базы (до 100 Гб)+ бэкап S(3;0) F: SQLLOG (50) логи S(1;0) G: SQLTMP (100) база tempdb S(2;0) H: TMPLOG (60) логи tempdb S(1;1) I...K SQLDB1...3 - пользовательские базы, одна база один том S(3;1...3)";Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SQL7.npo.izhmash;;;10.25.8.132;10.25.0.13,10.25.0.14;10.25.8.129;;3270;3;24;;;;;;;;;;;;Running;21.07.21;8.10.21;;
CMDB-330851;MMZ-SRV-SQL8;VirtualMachine-vm-120730;;"SQL сервер для разработки (Базы разработки 2). Не размешать более трех продуктивных баз  C: OS (110-120) операционная система S(0;0) D: SQLBIN (30) том sql S(0;1) E: SQLDB0 (200-300), маленькие базы (до 100 Гб)+ бэкап S(3;0) F: SQLLOG (50) логи S(1;0) G: SQLTMP (100) база tempdb S(2;0) H: TMPLOG (60) логи tempdb S(1;1) I...K SQLDB1...3 - пользовательские базы, одна база один том S(3;1...3)";Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SQL8.npo.izhmash;;;10.25.8.133;10.25.0.13,10.25.0.14;10.25.8.129;;3270;3;24;;;;;;;;;;;;Running;21.07.21;7.10.21;;
CMDB-330852;MMZ-SRV-SQL9;VirtualMachine-vm-120731;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SQL9.npo.izhmash;;;10.25.8.134;10.25.0.13,10.25.0.14;10.25.8.129;;2985;3;24;;;;;;;;;;;;Running;21.07.21;13.09.21;;
CMDB-76876;MMZ-SRV-SWPR1;VirtualMachine-vm-29063;;Lan Sweeper Server;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-SWPR1.npo.izhmash;Продуктив;SERV_MNTR_10;10.25.10.6,169.254.252.108;10.25.0.13,10.25.0.14;10.25.10.1;10.25.10.0/27;66;2;6;Заводоуправление;;LanSweeper;;Стенюшкин Андрей Александрович;Стенюшкин Андрей Александрович;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;20.07.21;false;
CMDB-329758;MMZ-SRV-SWPR2;VirtualMachine-vm-119544;;;;;;;10.25.10.11,169.254.252.108;10.25.0.13,10.25.0.14;10.25.10.1;10.25.10.0/27;50;2;6;;;;;;;;;;;;Stopped;14.07.21;19.07.21;true;
CMDB-305991;MMZ-SRV-SYSLOG1;VirtualMachine-vm-72434;;;Debian GNU/Linux 10 (64-bit);mmz-srv-syslog1;;;10.25.10.7;127.0.0.1;10.25.10.1;10.25.10.0/28;54;2;4;;;;;Щербинин Андрей Владимирович;Ахмедов Аскер Рамисович;;;;;;Running;25.01.21;13.07.21;false;
CMDB-305990;MMZ-SRV-SYSLOG2;VirtualMachine-vm-87232;;;Debian GNU/Linux 10 (64-bit);mmz-srv-syslog2;;;10.25.10.13;127.0.0.1;10.25.10.1;10.25.10.0/28;54;2;4;;;;;Щербинин Андрей Владимирович;Ахмедов Аскер Рамисович;;;;;;Running;25.01.21;13.07.21;false;
CMDB-293476;MMZ-SRV-TCAPP1;VirtualMachine-vm-40781;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-TCAPP1.npo.izhmash;Продуктив;SERV_PLM_APP_3224;10.25.22.132;10.25.0.13,10.25.0.14;10.25.22.129;;304;4;24;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Running;7.10.20;13.09.21;false;
CMDB-293477;MMZ-SRV-TCAPP2;VirtualMachine-vm-40782;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-TCAPP2.npo.izhmash;Продуктив;SERV_PLM_APP_3224;10.25.22.133;10.25.0.13,10.25.0.14;10.25.22.129;;304;4;24;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Running;7.10.20;13.09.21;false;
CMDB-293480;MMZ-SRV-TCAPP3;VirtualMachine-vm-40783;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-TCAPP3.npo.izhmash;Продуктив;SERV_PLM_APP_3224;10.25.22.134;10.25.0.13,10.25.0.14;10.25.22.129;;304;4;24;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Running;7.10.20;14.09.21;false;
CMDB-293475;MMZ-SRV-TCDATA1;VirtualMachine-vm-40769;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-TCDATA1.npo.izhmash;Продуктив;SERV_PLM_APP_3224;10.25.22.131;10.25.0.13,10.25.0.14;10.25.22.129;;296;4;16;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Running;7.10.20;13.07.21;false;
CMDB-76761;MMZ-SRV-TCINT1;VirtualMachine-vm-33449;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-TCINT1.npo.izhmash;Продуктив;;10.25.22.66;10.25.0.13,10.25.0.14;10.25.22.65;;122;4;12;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-305988;MMZ-SRV-TCINT2;VirtualMachine-vm-77676;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-TCINT2.npo.izhmash;;;10.25.26.12;10.25.0.13,10.25.0.14;10.25.26.1;10.25.26.0/27;126;2;6;;;;;Рогожин Илья Николаевич [X];Слуднева Екатерина Николаевна;;;;;;Running;25.01.21;13.07.21;false;
CMDB-76771;MMZ-SRV-TCLIC1;VirtualMachine-vm-9773;;;Microsoft Windows Server 2012 (64-bit);MMZ-SRV-TCLIC1.npo.izhmash;Продуктив;;10.25.22.70;10.25.0.13,10.25.0.14;10.25.22.65;;180;1;8;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.07.21;false;
CMDB-76875;MMZ-SRV-TCREP1-Deleted;;;система управлежния ЖЦ изделия;Windows Server 2016 or later (64-bit);MMZ-SRV-TCREP1.mmzavod.local;Продуктив;;10.25.22.72;;;;280;4;128;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;3.07.20
CMDB-99164;MMZ-SRV-TCREP2;VirtualMachine-vm-46047;RFC-8176;RDS_FARM1 Session Host-03;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-TCREP2.npo.izhmash;Продуктив;;10.25.22.73;10.25.0.13,10.25.0.14;10.25.22.65;;344;4;64;Заводоуправление;;PLM Teamcenter;;Степаков Иван Михайлович [X];Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Running;12.03.20;1.09.21;false;
CMDB-76892;MMZ-SRV-TCTST2;VirtualMachine-vm-13908;;;Microsoft Windows Server 2012 (64-bit);MMZ-SRV-TCTST2.npo.izhmash;Продуктив;;10.25.22.68;10.25.0.13,10.25.0.14;10.25.22.65;;376;2;16;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Running;18.12.19;13.09.21;false;
CMDB-76882;MMZ-SRV-TCTST3-Delete;;;система управления ЖЦ изделия;Windows Server 2012 (64-bit);MMZ-SRV-TCTST3.mmzavod.local;Тест;;10.25.34.5;;;;225;4;16;Заводоуправление;;PLM Teamcenter;;Слуднева Екатерина Николаевна;Слуднева Екатерина Николаевна;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;6.04.20
CMDB-305983;MMZ-SRV-TCVOL1;VirtualMachine-vm-131282;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-TCVOL1.npo.izhmash;;;10.25.22.130;10.25.0.13,10.25.0.14;10.25.22.129;;743;2;8;;;PLM Teamcenter;;Рогожин Илья Николаевич [X];Слуднева Екатерина Николаевна;;;;;;Running;25.01.21;22.09.21;true;
CMDB-338009;MMZ-SRV-TCVOL1_conv;VirtualMachine-vm-131282;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-TCVOL1.npo.izhmash;;;10.25.22.130;10.25.0.13,10.25.0.14;10.25.22.129;;743;2;8;;;;;;;;;;;;Stopped;21.09.21;22.09.21;true;
CMDB-338010;MMZ-SRV-TCVOL1_conv2;VirtualMachine-vm-131414;;;;;;;;;;;661;2;8;;;;;;;;;;;;Stopped;21.09.21;22.09.21;true;
CMDB-338071;MMZ-SRV-TCVOL1_old;VirtualMachine-vm-40784;;;;MMZ-SRV-TCVOL1.npo.izhmash;;;;;;;2130;2;8;;;;;;;;;;;;Stopped;22.09.21;7.10.21;;
CMDB-305984;MMZ-SRV-TCWEB1;VirtualMachine-vm-40785;;;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-TCWEB1.npo.izhmash;;;10.25.22.71;10.25.0.13,10.25.0.14;10.25.22.65;;196;4;16;;;PLM Teamcenter;;Рогожин Илья Николаевич [X];Слуднева Екатерина Николаевна;;;;;;Running;25.01.21;13.07.21;false;
CMDB-76874;MMZ-SRV-TEMPS01-Delete;;;Система хранения системных учетных записей;CentOS 7 (64-bit);MMZ-SRV-TEMPS01.npo.izhmash;Продуктив;;10.25.0.7;;;;60;1;4;Заводоуправление;;Менеджер паролей;;Щербинин Андрей Владимирович;Щербинин Андрей Владимирович;;AD-MMZ-CompanyAdmin;;;;Stopped;18.12.19;25.01.21;true;
CMDB-305862;MMZ-SRV-TESTCTX;VirtualMachine-vm-46305;;RDS_FARM1 Session Host-03;;MMZ-SRV-CTXTEST;;;;;;;33;8;32;;;;;;;;;;;;Stopped;25.01.21;14.07.21;true;
CMDB-324983;MMZ-SRV-TEXP1;VirtualMachine-vm-112504;;Сервер ТехЭксперт;Microsoft Windows Server 2016 or later (64-bit);MMZ-SRV-TEXP1.npo.izhmash;;;10.25.32.4;10.25.0.13,10.25.0.14;10.25.32.1;10.25.32.0/27;1114;2;4;;;;;;;;;;;;Running;4.06.21;13.07.21;;
CMDB-305965;MMZ-SRV-TGB1;VirtualMachine-vm-40846;;Technical Guide Builder;Microsoft Windows Server 2016 or later (64-bit);mmz-srv-tgb1.npo.izhmash;;;10.25.30.22;10.25.0.13,10.25.0.14;10.25.30.1;10.25.30.0/27;96;4;6;;;;;Стенюшкин Андрей Александрович;Ахмедов Аскер Рамисович;;;;;;Running;25.01.21;28.07.21;false;
CMDB-305528;MMZ-SRV-TMPS1;VirtualMachine-vm-73455;;;Debian GNU/Linux 10 (64-bit);mmz-srv-tmps1;Продуктив;SERV_AD_500;10.25.0.8;127.0.0.1;10.25.0.1;10.25.0.0/27;18;1;2;Заводоуправление;;Менеджер паролей;;Щербинин Андрей Владимирович;Ахмедов Аскер Рамисович;;;;;;Running;20.01.21;13.07.21;false;
